id_pk,id_wniosku_fk,id_pracownika_fk,id_stanowiska_fk
61280,61280,38,2
61281,61281,1,2
61282,61282,15,2
61283,61283,31,9
61284,61284,21,5
61285,61285,2,7
61286,61286,36,5
61287,61287,9,3
61288,61288,12,1
61289,61289,2,2
61290,61290,28,6
61291,61291,15,6
61292,61292,36,2
61293,61293,5,3
61294,61294,47,5
61295,61295,35,1
61296,61296,17,8
61297,61297,31,5
61298,61298,28,5
61299,61299,37,1
61300,61300,48,1
61301,61301,7,9
61302,61302,36,3
61303,61303,43,7
61304,61304,21,6
61305,61305,43,7
61306,61306,5,6
61307,61307,17,3
61308,61308,32,6
61309,61309,5,7
61310,61310,35,10
61311,61311,29,3
61312,61312,13,4
61313,61313,22,7
61314,61314,49,5
61315,61315,29,2
61316,61316,11,10
61317,61317,19,1
61318,61318,50,4
61319,61319,6,8
61320,61320,43,9
61321,61321,33,10
61322,61322,21,6
61323,61323,46,6
61324,61324,34,2
61325,61325,39,6
61326,61326,42,10
61327,61327,12,6
61328,61328,28,2
61329,61329,47,3
61330,61330,42,9
61331,61331,10,10
61332,61332,39,8
61333,61333,32,9
61334,61334,36,6
61335,61335,13,9
61336,61336,2,3
61337,61337,16,2
61338,61338,30,2
61339,61339,5,1
61340,61340,50,7
61341,61341,21,5
61342,61342,44,9
61343,61343,16,6
61344,61344,36,5
61345,61345,17,6
61346,61346,39,8
61347,61347,48,2
61348,61348,17,4
61349,61349,29,3
61350,61350,39,3
61351,61351,10,8
61352,61352,38,10
61353,61353,21,1
61354,61354,44,6
61355,61355,49,6
61356,61356,28,6
61357,61357,11,3
61358,61358,1,7
61359,61359,32,6
61360,61360,29,5
61361,61361,41,5
61362,61362,49,10
61363,61363,36,9
61364,61364,34,6
61365,61365,21,3
61366,61366,38,2
61367,61367,10,3
61368,61368,4,5
61369,61369,13,3
61370,61370,6,9
61371,61371,34,5
61372,61372,50,9
61373,61373,16,7
61374,61374,23,4
61375,61375,45,3
61376,61376,50,6
61377,61377,7,3
61378,61378,43,3
61379,61379,32,7
61380,61380,9,2
61381,61381,47,3
61382,61382,12,7
61383,61383,25,6
61384,61384,19,1
61385,61385,27,7
61386,61386,2,2
61387,61387,23,10
61388,61388,46,4
61389,61389,15,7
61390,61390,49,3
61391,61391,12,8
61392,61392,45,2
61393,61393,16,5
61394,61394,21,10
61395,61395,38,2
61396,61396,28,4
61397,61397,42,5
61398,61398,37,3
61399,61399,18,10
61400,61400,9,6
61401,61401,43,6
61402,61402,14,9
61403,61403,12,10
61404,61404,45,8
61405,61405,22,9
61406,61406,16,8
61407,61407,49,3
61408,61408,43,7
61409,61409,50,8
61410,61410,3,4
61411,61411,16,2
61412,61412,48,6
61413,61413,49,6
61414,61414,27,5
61415,61415,43,1
61416,61416,11,1
61417,61417,17,6
61418,61418,41,8
61419,61419,40,3
61420,61420,36,3
61421,61421,5,4
61422,61422,34,5
61423,61423,15,7
61424,61424,41,3
61425,61425,22,5
61426,61426,20,8
61427,61427,30,10
61428,61428,6,7
61429,61429,20,9
61430,61430,13,10
61431,61431,45,8
61432,61432,30,3
61433,61433,46,5
61434,61434,2,9
61435,61435,32,4
61436,61436,10,8
61437,61437,44,5
61438,61438,10,10
61439,61439,1,6
61440,61440,4,2
61441,61441,14,5
61442,61442,14,3
61443,61443,15,5
61444,61444,24,6
61445,61445,6,7
61446,61446,48,7
61447,61447,32,7
61448,61448,39,9
61449,61449,44,5
61450,61450,5,1
61451,61451,2,2
61452,61452,12,5
61453,61453,10,3
61454,61454,37,8
61455,61455,46,7
61456,61456,2,10
61457,61457,33,9
61458,61458,39,4
61459,61459,15,1
61460,61460,4,10
61461,61461,17,2
61462,61462,15,6
61463,61463,36,1
61464,61464,22,9
61465,61465,42,3
61466,61466,16,10
61467,61467,25,4
61468,61468,16,5
61469,61469,14,2
61470,61470,19,5
61471,61471,26,9
61472,61472,30,9
61473,61473,12,3
61474,61474,41,5
61475,61475,17,10
61476,61476,12,5
61477,61477,22,5
61478,61478,41,6
61479,61479,7,8
61480,61480,32,1
61481,61481,22,10
61482,61482,46,6
61483,61483,37,10
61484,61484,40,6
61485,61485,48,1
61486,61486,47,8
61487,61487,28,9
61488,61488,39,9
61489,61489,11,6
61490,61490,41,1
61491,61491,34,6
61492,61492,24,7
61493,61493,37,8
61494,61494,18,8
61495,61495,34,2
61496,61496,13,7
61497,61497,31,6
61498,61498,2,1
61499,61499,10,10
61500,61500,15,8
61501,61501,3,3
61502,61502,36,9
61503,61503,37,5
61504,61504,23,7
61505,61505,48,5
61506,61506,16,8
61507,61507,35,8
61508,61508,33,6
61509,61509,36,1
61510,61510,35,1
61511,61511,4,9
61512,61512,8,6
61513,61513,5,6
61514,61514,49,3
61515,61515,37,2
61516,61516,26,2
61517,61517,18,5
61518,61518,17,1
61519,61519,38,2
61520,61520,26,7
61521,61521,18,9
61522,61522,37,10
61523,61523,8,8
61524,61524,46,4
61525,61525,46,8
61526,61526,25,4
61527,61527,12,6
61528,61528,23,3
61529,61529,50,9
61530,61530,44,6
61531,61531,35,9
61532,61532,11,5
61533,61533,26,6
61534,61534,35,3
61535,61535,18,1
61536,61536,47,5
61537,61537,33,1
61538,61538,21,6
61539,61539,15,3
61540,61540,22,7
61541,61541,33,3
61542,61542,45,2
61543,61543,20,8
61544,61544,16,2
61545,61545,44,5
61546,61546,49,2
61547,61547,23,6
61548,61548,41,2
61549,61549,10,4
61550,61550,49,3
61551,61551,33,4
61552,61552,6,9
61553,61553,4,5
61554,61554,49,10
61555,61555,33,2
61556,61556,8,2
61557,61557,29,4
61558,61558,26,6
61559,61559,43,5
61560,61560,3,1
61561,61561,36,2
61562,61562,8,10
61563,61563,19,3
61564,61564,36,1
61565,61565,15,2
61566,61566,49,8
61567,61567,49,5
61568,61568,40,3
61569,61569,22,5
61570,61570,13,7
61571,61571,31,3
61572,61572,20,7
61573,61573,14,4
61574,61574,9,10
61575,61575,47,5
61576,61576,17,8
61577,61577,25,8
61578,61578,47,10
61579,61579,49,6
61580,61580,3,9
61581,61581,50,4
61582,61582,3,4
61583,61583,23,1
61584,61584,40,4
61585,61585,11,3
61586,61586,31,1
61587,61587,27,5
61588,61588,22,7
61589,61589,16,2
61590,61590,42,2
61591,61591,31,10
61592,61592,38,9
61593,61593,45,9
61594,61594,31,3
61595,61595,10,6
61596,61596,41,3
61597,61597,9,6
61598,61598,18,2
61599,61599,17,7
61600,61600,16,5
61601,61601,8,10
61602,61602,7,10
61603,61603,26,8
61604,61604,24,5
61605,61605,3,8
61606,61606,35,2
61607,61607,3,4
61608,61608,36,8
61609,61609,4,6
61610,61610,6,3
61611,61611,34,8
61612,61612,44,3
61613,61613,29,4
61614,61614,14,8
61615,61615,43,8
61616,61616,29,6
61617,61617,24,7
61618,61618,42,10
61619,61619,31,3
61620,61620,32,1
61621,61621,26,9
61622,61622,18,9
61623,61623,7,8
61624,61624,38,4
61625,61625,15,4
61626,61626,22,9
61627,61627,47,5
61628,61628,20,10
61629,61629,17,5
61630,61630,11,2
61631,61631,1,5
61632,61632,13,4
61633,61633,2,1
61634,61634,21,7
61635,61635,7,7
61636,61636,10,6
61637,61637,20,2
61638,61638,12,10
61639,61639,25,6
61640,61640,9,8
61641,61641,46,8
61642,61642,50,2
61643,61643,9,10
61644,61644,15,1
61645,61645,36,10
61646,61646,41,3
61647,61647,28,8
61648,61648,30,3
61649,61649,13,7
61650,61650,13,5
61651,61651,14,9
61652,61652,18,10
61653,61653,11,9
61654,61654,11,6
61655,61655,19,8
61656,61656,4,5
61657,61657,29,6
61658,61658,30,5
61659,61659,13,7
61660,61660,2,9
61661,61661,13,10
61662,61662,45,8
61663,61663,45,3
61664,61664,14,6
61665,61665,1,9
61666,61666,39,5
61667,61667,33,9
61668,61668,4,10
61669,61669,49,8
61670,61670,7,1
61671,61671,11,5
61672,61672,40,4
61673,61673,18,5
61674,61674,32,2
61675,61675,21,8
61676,61676,48,1
61677,61677,49,6
61678,61678,20,7
61679,61679,33,4
61680,61680,26,8
61681,61681,32,8
61682,61682,17,5
61683,61683,10,3
61684,61684,24,8
61685,61685,1,9
61686,61686,23,9
61687,61687,20,10
61688,61688,39,10
61689,61689,24,3
61690,61690,28,1
61691,61691,45,10
61692,61692,26,9
61693,61693,31,3
61694,61694,42,7
61695,61695,28,9
61696,61696,48,9
61697,61697,40,5
61698,61698,7,4
61699,61699,30,6
61700,61700,23,5
61701,61701,13,8
61702,61702,6,8
61703,61703,45,6
61704,61704,16,10
61705,61705,32,7
61706,61706,29,1
61707,61707,39,10
61708,61708,43,8
61709,61709,40,1
61710,61710,35,2
61711,61711,40,9
61712,61712,25,2
61713,61713,47,7
61714,61714,9,3
61715,61715,7,9
61716,61716,43,1
61717,61717,8,7
61718,61718,42,8
61719,61719,35,7
61720,61720,44,6
61721,61721,46,10
61722,61722,17,4
61723,61723,12,8
61724,61724,43,3
61725,61725,44,1
61726,61726,35,4
61727,61727,9,2
61728,61728,1,5
61729,61729,22,6
61730,61730,19,5
61731,61731,29,1
61732,61732,34,8
61733,61733,10,2
61734,61734,8,6
61735,61735,14,3
61736,61736,42,2
61737,61737,26,7
61738,61738,27,3
61739,61739,42,10
61740,61740,41,2
61741,61741,46,4
61742,61742,23,8
61743,61743,32,6
61744,61744,3,3
61745,61745,26,2
61746,61746,20,3
61747,61747,33,2
61748,61748,37,5
61749,61749,19,5
61750,61750,15,7
61751,61751,48,7
61752,61752,26,5
61753,61753,3,8
61754,61754,50,1
61755,61755,7,2
61756,61756,19,10
61757,61757,46,2
61758,61758,15,2
61759,61759,10,1
61760,61760,28,7
61761,61761,18,6
61762,61762,41,5
61763,61763,28,10
61764,61764,11,7
61765,61765,13,10
61766,61766,42,9
61767,61767,50,10
61768,61768,23,10
61769,61769,30,8
61770,61770,4,8
61771,61771,21,1
61772,61772,22,7
61773,61773,45,10
61774,61774,46,3
61775,61775,31,10
61776,61776,36,1
61777,61777,14,6
61778,61778,43,4
61779,61779,26,9
61780,61780,15,8
61781,61781,5,8
61782,61782,26,1
61783,61783,19,3
61784,61784,48,1
61785,61785,49,3
61786,61786,39,1
61787,61787,10,4
61788,61788,36,7
61789,61789,39,10
61790,61790,35,10
61791,61791,43,5
61792,61792,11,9
61793,61793,23,3
61794,61794,12,1
61795,61795,40,4
61796,61796,33,10
61797,61797,21,1
61798,61798,39,4
61799,61799,42,5
61800,61800,48,6
61801,61801,16,1
61802,61802,45,8
61803,61803,5,3
61804,61804,13,3
61805,61805,40,4
61806,61806,35,5
61807,61807,32,3
61808,61808,19,1
61809,61809,9,8
61810,61810,32,4
61811,61811,38,6
61812,61812,32,10
61813,61813,48,7
61814,61814,47,3
61815,61815,15,9
61816,61816,37,10
61817,61817,47,3
61818,61818,31,9
61819,61819,42,10
61820,61820,12,6
61821,61821,40,2
61822,61822,30,7
61823,61823,14,9
61824,61824,41,5
61825,61825,23,7
61826,61826,38,8
61827,61827,47,7
61828,61828,41,7
61829,61829,17,8
61830,61830,47,4
61831,61831,16,9
61832,61832,45,1
61833,61833,21,3
61834,61834,12,2
61835,61835,7,8
61836,61836,7,9
61837,61837,45,1
61838,61838,49,4
61839,61839,14,8
61840,61840,47,1
61841,61841,12,6
61842,61842,19,8
61843,61843,29,6
61844,61844,12,6
61845,61845,48,5
61846,61846,26,6
61847,61847,31,10
61848,61848,39,2
61849,61849,32,5
61850,61850,33,9
61851,61851,43,9
61852,61852,13,8
61853,61853,23,1
61854,61854,4,7
61855,61855,28,3
61856,61856,38,6
61857,61857,20,8
61858,61858,44,2
61859,61859,22,5
61860,61860,7,6
61861,61861,25,5
61862,61862,8,10
61863,61863,20,2
61864,61864,45,10
61865,61865,31,5
61866,61866,48,9
61867,61867,35,6
61868,61868,48,7
61869,61869,46,8
61870,61870,37,6
61871,61871,11,4
61872,61872,2,8
61873,61873,22,4
61874,61874,26,8
61875,61875,15,8
61876,61876,10,4
61877,61877,23,10
61878,61878,15,9
61879,61879,3,6
61880,61880,43,7
61881,61881,50,10
61882,61882,27,8
61883,61883,11,7
61884,61884,9,10
61885,61885,2,3
61886,61886,19,1
61887,61887,5,9
61888,61888,34,5
61889,61889,21,1
61890,61890,12,7
61891,61891,34,3
61892,61892,12,5
61893,61893,3,6
61894,61894,3,6
61895,61895,11,1
61896,61896,29,6
61897,61897,36,10
61898,61898,30,4
61899,61899,8,4
61900,61900,7,8
61901,61901,7,2
61902,61902,37,10
61903,61903,32,6
61904,61904,47,3
61905,61905,33,7
61906,61906,45,6
61907,61907,47,1
61908,61908,21,1
61909,61909,13,2
61910,61910,18,5
61911,61911,15,10
61912,61912,22,10
61913,61913,17,6
61914,61914,14,2
61915,61915,3,10
61916,61916,43,6
61917,61917,50,10
61918,61918,35,5
61919,61919,44,9
61920,61920,30,6
61921,61921,50,7
61922,61922,1,5
61923,61923,15,5
61924,61924,33,1
61925,61925,27,6
61926,61926,47,9
61927,61927,3,10
61928,61928,12,10
61929,61929,35,8
61930,61930,9,4
61931,61931,6,2
61932,61932,10,6
61933,61933,31,6
61934,61934,26,5
61935,61935,31,5
61936,61936,19,7
61937,61937,38,9
61938,61938,39,4
61939,61939,42,10
61940,61940,6,10
61941,61941,4,10
61942,61942,37,9
61943,61943,28,7
61944,61944,22,6
61945,61945,18,5
61946,61946,28,9
61947,61947,1,8
61948,61948,19,5
61949,61949,42,2
61950,61950,11,1
61951,61951,33,5
61952,61952,29,9
61953,61953,44,10
61954,61954,24,7
61955,61955,27,8
61956,61956,16,9
61957,61957,33,9
61958,61958,16,9
61959,61959,41,6
61960,61960,44,10
61961,61961,7,5
61962,61962,43,2
61963,61963,4,5
61964,61964,8,3
61965,61965,13,5
61966,61966,27,8
61967,61967,40,10
61968,61968,33,3
61969,61969,45,9
61970,61970,9,10
61971,61971,10,6
61972,61972,50,6
61973,61973,8,9
61974,61974,39,7
61975,61975,20,7
61976,61976,35,3
61977,61977,4,2
61978,61978,36,9
61979,61979,26,6
61980,61980,8,1
61981,61981,18,8
61982,61982,42,9
61983,61983,41,6
61984,61984,14,6
61985,61985,29,2
61986,61986,34,9
61987,61987,8,3
61988,61988,9,4
61989,61989,19,2
61990,61990,17,5
61991,61991,40,1
61992,61992,49,3
61993,61993,18,1
61994,61994,40,10
61995,61995,4,1
61996,61996,40,10
61997,61997,14,5
61998,61998,18,6
61999,61999,35,8
62000,62000,40,5
62001,62001,18,9
62002,62002,19,5
62003,62003,15,4
62004,62004,24,6
62005,62005,36,2
62006,62006,18,1
62007,62007,24,9
62008,62008,1,10
62009,62009,5,1
62010,62010,37,10
62011,62011,15,1
62012,62012,15,6
62013,62013,9,6
62014,62014,39,10
62015,62015,2,4
62016,62016,16,10
62017,62017,37,6
62018,62018,36,10
62019,62019,7,1
62020,62020,17,2
62021,62021,47,10
62022,62022,1,6
62023,62023,27,1
62024,62024,15,10
62025,62025,23,10
62026,62026,48,7
62027,62027,49,6
62028,62028,30,3
62029,62029,26,8
62030,62030,30,9
62031,62031,28,4
62032,62032,14,1
62033,62033,7,7
62034,62034,2,6
62035,62035,5,2
62036,62036,15,4
62037,62037,45,10
62038,62038,23,8
62039,62039,35,6
62040,62040,50,1
62041,62041,50,6
62042,62042,42,7
62043,62043,34,6
62044,62044,42,2
62045,62045,40,1
62046,62046,23,9
62047,62047,15,10
62048,62048,40,8
62049,62049,46,8
62050,62050,13,8
62051,62051,43,2
62052,62052,28,9
62053,62053,31,9
62054,62054,11,1
62055,62055,44,8
62056,62056,11,7
62057,62057,12,8
62058,62058,50,3
62059,62059,15,10
62060,62060,48,1
62061,62061,26,6
62062,62062,47,7
62063,62063,28,7
62064,62064,41,9
62065,62065,46,10
62066,62066,31,2
62067,62067,39,9
62068,62068,1,4
62069,62069,13,8
62070,62070,24,8
62071,62071,13,10
62072,62072,26,6
62073,62073,17,9
62074,62074,32,9
62075,62075,22,9
62076,62076,37,10
62077,62077,48,8
62078,62078,28,10
62079,62079,38,6
62080,62080,39,5
62081,62081,38,3
62082,62082,10,10
62083,62083,11,7
62084,62084,25,4
62085,62085,47,7
62086,62086,12,3
62087,62087,20,1
62088,62088,27,4
62089,62089,25,6
62090,62090,45,6
62091,62091,18,8
62092,62092,25,9
62093,62093,46,4
62094,62094,20,1
62095,62095,36,2
62096,62096,40,8
62097,62097,3,2
62098,62098,20,4
62099,62099,45,6
62100,62100,23,9
62101,62101,23,3
62102,62102,16,2
62103,62103,13,3
62104,62104,23,6
62105,62105,36,5
62106,62106,4,2
62107,62107,2,10
62108,62108,9,1
62109,62109,6,7
62110,62110,15,3
62111,62111,17,5
62112,62112,4,1
62113,62113,19,4
62114,62114,45,2
62115,62115,27,10
62116,62116,20,6
62117,62117,40,3
62118,62118,38,3
62119,62119,24,6
62120,62120,49,5
62121,62121,31,10
62122,62122,14,3
62123,62123,28,3
62124,62124,27,9
62125,62125,26,4
62126,62126,5,8
62127,62127,12,7
62128,62128,28,6
62129,62129,48,9
62130,62130,34,8
62131,62131,28,9
62132,62132,17,6
62133,62133,1,10
62134,62134,37,10
62135,62135,25,9
62136,62136,18,6
62137,62137,11,3
62138,62138,1,2
62139,62139,39,5
62140,62140,35,8
62141,62141,6,7
62142,62142,43,4
62143,62143,47,7
62144,62144,34,6
62145,62145,26,6
62146,62146,43,6
62147,62147,34,3
62148,62148,10,4
62149,62149,30,6
62150,62150,20,5
62151,62151,48,2
62152,62152,12,1
62153,62153,18,7
62154,62154,4,7
62155,62155,23,8
62156,62156,16,1
62157,62157,18,1
62158,62158,24,7
62159,62159,19,7
62160,62160,5,2
62161,62161,32,10
62162,62162,26,5
62163,62163,27,1
62164,62164,25,4
62165,62165,13,10
62166,62166,32,1
62167,62167,38,5
62168,62168,14,1
62169,62169,7,5
62170,62170,48,5
62171,62171,29,7
62172,62172,45,4
62173,62173,16,3
62174,62174,1,9
62175,62175,43,9
62176,62176,19,7
62177,62177,10,6
62178,62178,6,3
62179,62179,29,1
62180,62180,49,2
62181,62181,25,2
62182,62182,45,9
62183,62183,45,2
62184,62184,1,2
62185,62185,15,3
62186,62186,2,8
62187,62187,5,5
62188,62188,43,1
62189,62189,33,4
62190,62190,24,6
62191,62191,19,3
62192,62192,22,4
62193,62193,7,6
62194,62194,3,7
62195,62195,28,6
62196,62196,36,4
62197,62197,28,1
62198,62198,42,9
62199,62199,33,7
62200,62200,43,6
62201,62201,17,5
62202,62202,42,1
62203,62203,31,10
62204,62204,30,3
62205,62205,2,9
62206,62206,39,8
62207,62207,13,2
62208,62208,33,10
62209,62209,45,8
62210,62210,41,3
62211,62211,16,10
62212,62212,29,4
62213,62213,33,8
62214,62214,16,10
62215,62215,19,4
62216,62216,27,8
62217,62217,25,1
62218,62218,39,2
62219,62219,18,7
62220,62220,29,6
62221,62221,17,1
62222,62222,20,2
62223,62223,40,7
62224,62224,48,10
62225,62225,22,8
62226,62226,47,10
62227,62227,16,8
62228,62228,24,6
62229,62229,28,5
62230,62230,30,1
62231,62231,4,10
62232,62232,44,8
62233,62233,8,2
62234,62234,36,7
62235,62235,19,10
62236,62236,6,2
62237,62237,39,3
62238,62238,33,8
62239,62239,39,7
62240,62240,11,6
62241,62241,47,4
62242,62242,43,2
62243,62243,47,10
62244,62244,20,5
62245,62245,23,6
62246,62246,49,9
62247,62247,4,1
62248,62248,46,2
62249,62249,26,3
62250,62250,38,2
62251,62251,37,2
62252,62252,30,1
62253,62253,48,4
62254,62254,2,10
62255,62255,36,7
62256,62256,10,2
62257,62257,15,9
62258,62258,10,4
62259,62259,22,9
62260,62260,25,9
62261,62261,42,9
62262,62262,42,4
62263,62263,28,5
62264,62264,47,4
62265,62265,23,1
62266,62266,3,1
62267,62267,33,5
62268,62268,27,6
62269,62269,33,3
62270,62270,8,3
62271,62271,28,2
62272,62272,34,10
62273,62273,19,5
62274,62274,34,10
62275,62275,40,3
62276,62276,23,10
62277,62277,19,7
62278,62278,23,1
62279,62279,1,5
62280,62280,16,6
62281,62281,3,8
62282,62282,38,4
62283,62283,47,8
62284,62284,49,4
62285,62285,36,7
62286,62286,49,1
62287,62287,4,3
62288,62288,10,10
62289,62289,28,1
62290,62290,17,2
62291,62291,39,10
62292,62292,35,2
62293,62293,15,5
62294,62294,41,9
62295,62295,39,7
62296,62296,6,1
62297,62297,41,4
62298,62298,1,10
62299,62299,41,3
62300,62300,38,4
62301,62301,50,2
62302,62302,42,5
62303,62303,8,8
62304,62304,50,5
62305,62305,34,10
62306,62306,45,4
62307,62307,49,3
62308,62308,48,3
62309,62309,28,8
62310,62310,14,2
62311,62311,15,8
62312,62312,44,10
62313,62313,7,6
62314,62314,39,3
62315,62315,29,7
62316,62316,24,9
62317,62317,49,9
62318,62318,7,1
62319,62319,46,6
62320,62320,29,3
62321,62321,4,10
62322,62322,9,6
62323,62323,15,3
62324,62324,30,4
62325,62325,8,8
62326,62326,40,6
62327,62327,15,3
62328,62328,5,7
62329,62329,11,2
62330,62330,42,6
62331,62331,25,3
62332,62332,3,1
62333,62333,18,5
62334,62334,23,8
62335,62335,30,10
62336,62336,37,9
62337,62337,8,1
62338,62338,15,9
62339,62339,4,1
62340,62340,6,5
62341,62341,23,1
62342,62342,28,5
62343,62343,29,5
62344,62344,2,2
62345,62345,44,5
62346,62346,50,2
62347,62347,26,7
62348,62348,24,3
62349,62349,16,4
62350,62350,40,10
62351,62351,7,3
62352,62352,26,3
62353,62353,31,5
62354,62354,35,2
62355,62355,30,2
62356,62356,2,2
62357,62357,32,1
62358,62358,24,2
62359,62359,34,5
62360,62360,20,4
62361,62361,22,4
62362,62362,16,4
62363,62363,24,8
62364,62364,3,7
62365,62365,31,2
62366,62366,47,6
62367,62367,40,3
62368,62368,19,6
62369,62369,18,9
62370,62370,21,9
62371,62371,4,1
62372,62372,35,10
62373,62373,18,1
62374,62374,8,1
62375,62375,6,8
62376,62376,1,5
62377,62377,15,9
62378,62378,25,10
62379,62379,10,4
62380,62380,44,5
62381,62381,42,6
62382,62382,6,10
62383,62383,28,6
62384,62384,27,1
62385,62385,41,6
62386,62386,23,7
62387,62387,49,2
62388,62388,1,3
62389,62389,13,1
62390,62390,28,4
62391,62391,22,4
62392,62392,32,6
62393,62393,28,5
62394,62394,31,2
62395,62395,28,2
62396,62396,49,8
62397,62397,3,4
62398,62398,21,7
62399,62399,25,9
62400,62400,37,8
62401,62401,1,8
62402,62402,2,8
62403,62403,11,9
62404,62404,31,6
62405,62405,47,8
62406,62406,47,10
62407,62407,1,2
62408,62408,47,1
62409,62409,30,7
62410,62410,17,6
62411,62411,42,6
62412,62412,20,4
62413,62413,45,7
62414,62414,22,4
62415,62415,21,7
62416,62416,12,3
62417,62417,30,7
62418,62418,2,4
62419,62419,38,3
62420,62420,15,1
62421,62421,37,6
62422,62422,44,6
62423,62423,19,2
62424,62424,44,8
62425,62425,1,1
62426,62426,48,6
62427,62427,45,6
62428,62428,5,4
62429,62429,5,5
62430,62430,9,7
62431,62431,27,3
62432,62432,23,9
62433,62433,29,3
62434,62434,8,5
62435,62435,7,1
62436,62436,5,4
62437,62437,7,5
62438,62438,9,5
62439,62439,14,1
62440,62440,2,8
62441,62441,29,8
62442,62442,18,5
62443,62443,26,7
62444,62444,4,10
62445,62445,33,8
62446,62446,6,7
62447,62447,2,6
62448,62448,26,1
62449,62449,25,8
62450,62450,38,8
62451,62451,12,9
62452,62452,23,3
62453,62453,49,6
62454,62454,17,9
62455,62455,23,9
62456,62456,19,4
62457,62457,38,4
62458,62458,12,10
62459,62459,12,7
62460,62460,23,10
62461,62461,40,9
62462,62462,18,5
62463,62463,24,9
62464,62464,34,6
62465,62465,24,1
62466,62466,21,2
62467,62467,44,8
62468,62468,26,1
62469,62469,42,5
62470,62470,32,9
62471,62471,15,2
62472,62472,14,6
62473,62473,45,6
62474,62474,45,9
62475,62475,1,4
62476,62476,46,9
62477,62477,44,3
62478,62478,35,6
62479,62479,34,7
62480,62480,17,2
62481,62481,21,2
62482,62482,40,7
62483,62483,2,9
62484,62484,47,2
62485,62485,25,5
62486,62486,30,5
62487,62487,39,2
62488,62488,39,2
62489,62489,42,1
62490,62490,31,1
62491,62491,40,7
62492,62492,30,8
62493,62493,19,9
62494,62494,6,2
62495,62495,18,4
62496,62496,35,2
62497,62497,42,4
62498,62498,12,2
62499,62499,36,5
62500,62500,19,6
62501,62501,48,7
62502,62502,41,6
62503,62503,24,1
62504,62504,37,2
62505,62505,24,3
62506,62506,28,10
62507,62507,32,4
62508,62508,38,6
62509,62509,29,5
62510,62510,12,4
62511,62511,27,1
62512,62512,48,9
62513,62513,11,3
62514,62514,14,10
62515,62515,26,1
62516,62516,7,3
62517,62517,39,8
62518,62518,16,3
62519,62519,38,6
62520,62520,42,10
62521,62521,41,10
62522,62522,36,10
62523,62523,28,4
62524,62524,39,1
62525,62525,8,1
62526,62526,20,6
62527,62527,5,10
62528,62528,34,10
62529,62529,19,5
62530,62530,39,10
62531,62531,30,1
62532,62532,16,1
62533,62533,30,6
62534,62534,18,8
62535,62535,27,10
62536,62536,6,3
62537,62537,15,9
62538,62538,3,3
62539,62539,4,8
62540,62540,45,7
62541,62541,14,5
62542,62542,11,10
62543,62543,39,9
62544,62544,20,1
62545,62545,45,2
62546,62546,30,10
62547,62547,20,3
62548,62548,12,10
62549,62549,41,9
62550,62550,24,4
62551,62551,27,4
62552,62552,32,2
62553,62553,32,10
62554,62554,30,4
62555,62555,36,2
62556,62556,3,10
62557,62557,43,6
62558,62558,25,4
62559,62559,42,4
62560,62560,16,7
62561,62561,12,5
62562,62562,41,7
62563,62563,31,5
62564,62564,40,1
62565,62565,7,3
62566,62566,48,10
62567,62567,25,4
62568,62568,35,10
62569,62569,20,1
62570,62570,45,10
62571,62571,23,3
62572,62572,34,2
62573,62573,36,6
62574,62574,29,6
62575,62575,23,10
62576,62576,21,8
62577,62577,25,10
62578,62578,29,6
62579,62579,32,9
62580,62580,50,8
62581,62581,4,5
62582,62582,22,9
62583,62583,35,3
62584,62584,13,5
62585,62585,28,2
62586,62586,13,4
62587,62587,11,1
62588,62588,41,4
62589,62589,39,1
62590,62590,20,8
62591,62591,3,7
62592,62592,28,5
62593,62593,1,10
62594,62594,2,1
62595,62595,27,1
62596,62596,4,1
62597,62597,16,10
62598,62598,29,3
62599,62599,39,7
62600,62600,47,1
62601,62601,7,9
62602,62602,7,1
62603,62603,41,2
62604,62604,15,10
62605,62605,26,5
62606,62606,44,8
62607,62607,35,5
62608,62608,28,3
62609,62609,2,3
62610,62610,35,6
62611,62611,14,4
62612,62612,1,4
62613,62613,13,3
62614,62614,33,4
62615,62615,29,6
62616,62616,3,2
62617,62617,29,8
62618,62618,50,5
62619,62619,13,5
62620,62620,32,1
62621,62621,8,4
62622,62622,17,3
62623,62623,1,5
62624,62624,35,7
62625,62625,15,3
62626,62626,22,7
62627,62627,39,2
62628,62628,7,9
62629,62629,6,7
62630,62630,10,8
62631,62631,25,9
62632,62632,5,4
62633,62633,25,6
62634,62634,40,7
62635,62635,2,2
62636,62636,25,7
62637,62637,35,10
62638,62638,28,1
62639,62639,35,2
62640,62640,40,7
62641,62641,43,3
62642,62642,32,5
62643,62643,33,2
62644,62644,33,5
62645,62645,4,9
62646,62646,10,7
62647,62647,33,6
62648,62648,32,3
62649,62649,36,6
62650,62650,25,9
62651,62651,12,9
62652,62652,39,3
62653,62653,7,1
62654,62654,6,1
62655,62655,28,1
62656,62656,38,3
62657,62657,42,9
62658,62658,14,4
62659,62659,27,5
62660,62660,38,4
62661,62661,10,9
62662,62662,16,1
62663,62663,17,1
62664,62664,39,6
62665,62665,43,9
62666,62666,10,2
62667,62667,43,5
62668,62668,33,2
62669,62669,10,5
62670,62670,29,8
62671,62671,2,8
62672,62672,18,1
62673,62673,6,10
62674,62674,5,4
62675,62675,32,2
